CP066974.1.versus.10008.fasta.blastn
CP066974.1	CM002539.1	90.853	973	85	2	8223	9193	17544	16574	0.0	1301
CP066974.1	CM002539.1	84.637	1061	141	17	35013	36062	19642	18593	0.0	1037
CP066974.1	CM002539.1	91.825	685	49	5	23501	24184	800	122	0.0	948
CP066974.1	CM002539.1	84.895	715	106	2	35251	35964	31738	31025	0.0	721
CP066974.1	CM002539.1	85.435	666	95	2	38097	38761	30085	29421	0.0	691
CP066974.1	CM002539.1	74.439	802	184	18	4552	5344	25738	24949	1.34e-87	326
CP066974.1	CM002539.1	83.420	193	31	1	36047	36239	18449	18258	3.96e-43	178
CP066974.1	CM002539.1	95.455	110	3	2	30170	30279	1128	1021	5.13e-42	174
CP066974.1	CM002539.1	97.468	79	1	1	29525	29603	1128	1051	8.70e-30	134
CP066974.1	CM002539.1	97.468	79	1	1	23176	23254	1128	1051	8.70e-30	134
CP066974.1	CM002539.1	82.500	160	21	6	34926	35082	19901	19746	8.70e-30	134
CP066974.1	CM002540.1	87.383	1712	187	16	30675	32382	3604	1918	0.0	1938
CP066974.1	CM002540.1	88.437	934	102	5	32797	33727	1898	968	0.0	1122
CP066974.1	CM002540.1	89.041	876	74	18	29257	30119	5117	4251	0.0	1066
CP066974.1	CM002540.1	89.580	547	57	0	26170	26716	7593	7047	0.0	695
CP066974.1	CM002540.1	84.898	245	36	1	33871	34115	851	608	1.07e-63	246
CP066974.1	CM002540.1	95.000	140	6	1	30770	30909	4193	4055	2.33e-55	219
CP066974.1	CM002540.1	98.305	118	2	0	23154	23271	4865	4748	5.05e-52	207
CP066974.1	CM002540.1	96.739	92	2	1	30153	30244	4860	4770	2.40e-35	152
CP066974.1	CM002540.1	87.387	111	11	3	23475	23582	2489	2379	5.24e-27	124
CP066974.1	CM002537.1	88.850	574	62	2	26179	26751	3018562	3019134	0.0	704

CP066974.1.versus.CN10.fasta.blastn
CP066974.1	CM002606.1	89.802	353	29	5	34854	35204	8619	8966	9.44e-124	446

CP066974.1.versus.TJ.fasta.blastn
CP066974.1	CP124532.1	99.997	31784	0	1	6980	38763	1	31783	0.0	58687
CP066974.1	CP124532.1	99.986	6979	1	0	1	6979	31784	38762	0.0	12883
CP066974.1	CP124532.1	100.000	120	0	0	29503	29622	16175	16294	1.81e-56	222
CP066974.1	CP124532.1	100.000	120	0	0	23154	23273	22524	22643	1.81e-56	222
CP066974.1	CP124532.1	96.739	92	2	1	30153	30244	16180	16270	2.40e-35	152
CP066974.1	CP124532.1	96.739	92	2	1	30153	30244	22529	22619	2.40e-35	152
CP066974.1	CP124532.1	96.739	92	2	1	23159	23249	23174	23265	2.40e-35	152
CP066974.1	CP124532.1	96.739	92	2	1	29508	29598	23174	23265	2.40e-35	152

CP066974.1.versus.WHRI_8978.fasta.blastn
CP066974.1	CP142010.1	88.038	7641	849	59	584	8191	31682	39290	0.0	8986
CP066974.1	CP142010.1	86.021	7826	1015	69	13784	21578	8444	16221	0.0	8318
CP066974.1	CP142010.1	90.702	4044	370	6	9401	13441	3851	7891	0.0	5380
CP066974.1	CP142010.1	83.747	1932	268	38	34631	36534	28079	29992	0.0	1786
CP066974.1	CP142010.1	94.118	1122	65	1	23154	24274	18198	19319	0.0	1705
CP066974.1	CP142010.1	88.830	1137	114	12	32598	33727	25855	26985	0.0	1384
CP066974.1	CP142010.1	90.807	979	86	2	8217	9193	2805	3781	0.0	1306
CP066974.1	CP142010.1	85.296	1299	153	32	28971	30249	22652	23932	0.0	1306
CP066974.1	CP142010.1	84.123	1329	180	26	34926	36239	771	2083	0.0	1256
CP066974.1	CP142010.1	82.786	1371	182	35	31126	32474	24519	25857	0.0	1175
CP066974.1	CP142010.1	83.973	886	128	12	37881	38761	30286	31162	0.0	837
CP066974.1	CP142010.1	87.523	545	60	3	26171	26714	20547	21084	4.23e-177	623
CP066974.1	CP142010.1	85.160	593	67	10	33871	34460	27104	27678	1.54e-166	588
CP066974.1	CP142010.1	74.782	801	177	22	4537	5326	34811	35597	6.17e-91	337
CP066974.1	CP142010.1	90.517	232	18	4	30680	30907	23975	24206	6.26e-81	303
CP066974.1	CP142010.1	82.996	247	40	1	21790	22036	16301	16545	1.80e-56	222
CP066974.1	CP142010.1	98.319	119	2	0	29503	29621	18198	18316	1.40e-52	209
CP066974.1	CP142010.1	95.349	129	4	1	23154	23280	23190	23318	6.53e-51	204
CP066974.1	CP142010.1	97.479	119	3	0	29502	29620	23831	23949	6.53e-51	204
CP066974.1	CP142010.1	95.276	127	6	0	23145	23271	23823	23949	2.35e-50	202
CP066974.1	CP142010.1	95.876	97	3	1	30153	30249	18203	18298	1.85e-36	156
CP066974.1	CP142010.1	94.845	97	4	1	30153	30249	23195	23290	8.63e-35	150
CP066974.1	CP142010.1	78.894	199	31	9	31725	31920	18437	18627	5.23e-27	124

CP066974.1.versus.XRE1.fasta.blastn
CP066974.1	JAUBLI020000039.1	86.949	590	55	11	26165	26751	2102	1532	0.0	643
CP066974.1	JAUBLI020000039.1	83.249	197	33	0	23965	24161	4084	3888	2.88e-44	182
CP066974.1	JAUBLI020000046.1	87.332	521	64	2	26174	26693	4618	4099	8.68e-169	595
CP066974.1	JAUBLI020000046.1	94.615	130	6	1	34502	34630	4931	4802	7.95e-50	200
CP066974.1	JAUBLI020000057.1	89.083	229	25	0	22923	23151	23	251	2.13e-75	285

CP066974.1.versus.XRE5.fasta.blastn
CP066974.1	JAUBLH020000043.1	86.949	590	55	11	26165	26751	2102	1532	0.0	643
CP066974.1	JAUBLH020000043.1	83.249	197	33	0	23965	24161	4084	3888	2.88e-44	182
CP066974.1	JAUBLH020000051.1	87.332	521	64	2	26174	26693	4618	4099	8.67e-169	595
CP066974.1	JAUBLH020000051.1	94.615	130	6	1	34502	34630	4931	4802	7.94e-50	200
CP066974.1	JAUBLH020000062.1	89.083	229	25	0	22923	23151	23	251	2.13e-75	285

CP066974.1.versus.Xc16.fasta.blastn
CP066974.1	JAUBMQ020000069.1	88.850	574	62	2	26179	26751	654	1226	0.0	704

CP066974.1.versus.Xc20.fasta.blastn
CP066974.1	JAUBMP020000038.1	87.859	7635	855	64	596	8191	29415	21814	0.0	8898
CP066974.1	JAUBMP020000038.1	84.345	7889	1133	87	13733	21578	11742	3913	0.0	7633
CP066974.1	JAUBMP020000038.1	91.161	3926	342	5	9401	13323	16504	12581	0.0	5323
CP066974.1	JAUBMP020000038.1	86.106	1785	211	30	34785	36549	34002	32235	0.0	1888
CP066974.1	JAUBMP020000038.1	93.417	1033	59	2	23154	24177	1943	911	0.0	1522
CP066974.1	JAUBMP020000038.1	84.803	1474	214	7	37291	38759	31467	29999	0.0	1472
CP066974.1	JAUBMP020000038.1	90.071	987	98	0	8207	9193	17562	16576	0.0	1280
CP066974.1	JAUBMP020000038.1	84.084	1332	178	25	34926	36239	20432	19117	0.0	1254
CP066974.1	JAUBMP020000038.1	87.701	374	37	2	26323	26693	34497	34130	3.46e-118	427
CP066974.1	JAUBMP020000038.1	74.876	804	177	22	4552	5344	26278	25489	1.29e-92	342
CP066974.1	JAUBMP020000038.1	98.319	119	2	0	29503	29621	1943	1825	1.36e-52	209
CP066974.1	JAUBMP020000038.1	95.876	97	3	1	30153	30249	1938	1843	1.80e-36	156
CP066974.1	JAUBMP020000038.1	95.588	68	3	0	31853	31920	1573	1506	1.42e-22	110
CP066974.1	JAUBMP020000071.1	85.275	2343	288	40	31126	33449	2929	625	0.0	2362
CP066974.1	JAUBMP020000071.1	85.358	1284	150	32	28986	30249	4787	3522	0.0	1295
CP066974.1	JAUBMP020000071.1	90.086	232	19	4	30680	30907	3479	3248	2.83e-79	298
CP066974.1	JAUBMP020000071.1	95.349	129	4	1	23154	23280	4264	4136	6.34e-51	204
CP066974.1	JAUBMP020000071.1	94.958	119	6	0	29502	29620	3623	3505	6.39e-46	187
CP066974.1	JAUBMP020000071.1	94.915	118	6	0	23154	23271	3622	3505	2.30e-45	185
CP066974.1	JAUBMP020000071.1	94.845	97	4	1	30153	30249	4259	4164	8.38e-35	150
CP066974.1	JAUBMP020000086.1	88.625	589	63	3	26171	26756	1675	1088	0.0	713
CP066974.1	JAUBMP020000095.1	87.523	537	59	3	26179	26714	652	1181	2.47e-174	614
CP066974.1	JAUBMP020000067.1	78.748	687	126	14	25282	25953	4998	5679	1.24e-122	442

CP066974.1.versus.Xc2010.fasta.blastn
CP066974.1	JAUBMS020000041.1	88.014	7634	846	61	596	8191	32245	24643	0.0	8964
CP066974.1	JAUBMS020000041.1	84.269	7889	1140	86	13733	21578	12262	4432	0.0	7600
CP066974.1	JAUBMS020000041.1	90.731	3927	363	1	9397	13323	17026	13101	0.0	5234
CP066974.1	JAUBMS020000041.1	86.027	1782	217	28	34785	36549	36831	35065	0.0	1882
CP066974.1	JAUBMS020000041.1	94.049	1025	60	1	23154	24177	2462	1438	0.0	1554
CP066974.1	JAUBMS020000041.1	84.803	1474	214	7	37291	38759	34297	32829	0.0	1472
CP066974.1	JAUBMS020000041.1	84.401	1327	181	21	34926	36239	23272	21959	0.0	1280
CP066974.1	JAUBMS020000041.1	90.339	973	94	0	8223	9195	18068	17096	0.0	1277
CP066974.1	JAUBMS020000041.1	87.701	374	37	2	26323	26693	37326	36959	3.47e-118	427
CP066974.1	JAUBMS020000041.1	74.933	750	170	15	4604	5344	29058	28318	3.62e-88	327
CP066974.1	JAUBMS020000041.1	98.319	119	2	0	29503	29621	2462	2344	1.37e-52	209
CP066974.1	JAUBMS020000041.1	95.876	97	3	1	30153	30249	2457	2362	1.81e-36	156
CP066974.1	JAUBMS020000053.1	85.403	2343	289	39	31126	33449	2900	592	0.0	2383
CP066974.1	JAUBMS020000053.1	87.123	1491	153	26	29191	30669	5056	3593	0.0	1653
CP066974.1	JAUBMS020000053.1	87.091	581	70	5	26174	26751	7077	6499	0.0	652
CP066974.1	JAUBMS020000053.1	98.276	232	4	0	30676	30907	3450	3219	4.52e-112	407
CP066974.1	JAUBMS020000053.1	99.160	119	1	0	23154	23272	4738	4620	2.94e-54	215
CP066974.1	JAUBMS020000053.1	94.488	127	7	0	23154	23280	4095	3969	1.07e-48	196
CP066974.1	JAUBMS020000053.1	95.000	120	6	0	29502	29621	4096	3977	1.78e-46	189
CP066974.1	JAUBMS020000053.1	96.739	92	2	1	30153	30244	4733	4643	2.34e-35	152
CP066974.1	JAUBMS020000067.1	88.640	581	62	3	26179	26756	1666	1087	0.0	704

CP066974.1.versus.Xc211.fasta.blastn
CP066974.1	JAUBMN020000040.1	87.859	7635	855	64	596	8191	4928	12529	0.0	8898
CP066974.1	JAUBMN020000040.1	84.345	7889	1133	87	13733	21578	22601	30430	0.0	7633
CP066974.1	JAUBMN020000040.1	91.161	3926	342	5	9401	13323	17839	21762	0.0	5323
CP066974.1	JAUBMN020000040.1	86.263	1769	208	28	34785	36534	341	2093	0.0	1888
CP066974.1	JAUBMN020000040.1	94.146	1025	59	1	23154	24177	32400	33424	0.0	1559
CP066974.1	JAUBMN020000040.1	84.803	1474	214	7	37291	38759	2876	4344	0.0	1472
CP066974.1	JAUBMN020000040.1	90.071	987	98	0	8207	9193	16781	17767	0.0	1280
CP066974.1	JAUBMN020000040.1	84.084	1332	178	25	34926	36239	13911	15226	0.0	1254
CP066974.1	JAUBMN020000040.1	74.906	801	176	22	4537	5326	8050	8836	1.33e-92	342
CP066974.1	JAUBMN020000040.1	87.615	218	18	2	26479	26693	2	213	3.87e-63	244
CP066974.1	JAUBMN020000040.1	98.319	119	2	0	29503	29621	32400	32518	1.41e-52	209
CP066974.1	JAUBMN020000040.1	95.876	97	3	1	30153	30249	32405	32500	1.86e-36	156
CP066974.1	JAUBMN020000040.1	79.397	199	30	9	31725	31920	32639	32829	1.13e-28	130
CP066974.1	JAUBMN020000066.1	85.275	2343	288	40	31126	33449	3764	6068	0.0	2362
CP066974.1	JAUBMN020000066.1	85.142	1299	155	32	28971	30249	1891	3171	0.0	1295
CP066974.1	JAUBMN020000066.1	89.058	329	30	1	26386	26714	1	323	6.03e-111	403
CP066974.1	JAUBMN020000066.1	90.086	232	19	4	30680	30907	3214	3445	2.93e-79	298
CP066974.1	JAUBMN020000066.1	95.349	129	4	1	23154	23280	2429	2557	6.56e-51	204
CP066974.1	JAUBMN020000066.1	94.958	119	6	0	29502	29620	3070	3188	6.61e-46	187
CP066974.1	JAUBMN020000066.1	92.913	127	9	0	23145	23271	3062	3188	2.38e-45	185
CP066974.1	JAUBMN020000066.1	94.845	97	4	1	30153	30249	2434	2529	8.67e-35	150
CP066974.1	JAUBMN020000039.1	84.517	1098	152	14	24981	26070	35941	37028	0.0	1070
CP066974.1	JAUBMN020000039.1	76.104	1042	188	38	34926	35947	1963	2963	1.62e-136	488
CP066974.1	JAUBMN020000039.1	82.527	372	52	12	36072	36439	3088	3450	2.91e-84	315
CP066974.1	JAUBMN020000073.1	92.701	274	20	0	26478	26751	3221	2948	1.01e-108	396
CP066974.1	JAUBMN020000073.1	94.149	188	11	0	34452	34639	1470	1283	6.33e-76	287
CP066974.1	JAUBMN020000090.1	85.577	208	28	2	26179	26385	652	858	8.43e-55	217

CP066974.1.versus.Xc221-1.fasta.blastn
CP066974.1	JAUBNE020000039.1	88.051	7641	849	58	584	8191	23400	15791	0.0	8994
CP066974.1	JAUBNE020000039.1	86.605	6771	848	51	13787	20532	6737	1	0.0	7424
CP066974.1	JAUBNE020000039.1	90.702	4044	371	5	9401	13441	11334	7293	0.0	5380
CP066974.1	JAUBNE020000039.1	83.727	1948	271	38	34631	36549	27006	25076	0.0	1799
CP066974.1	JAUBNE020000039.1	94.118	1122	65	1	23154	24274	36887	35766	0.0	1705
CP066974.1	JAUBNE020000039.1	88.830	1137	115	11	32601	33730	29230	28099	0.0	1386
CP066974.1	JAUBNE020000039.1	90.807	979	86	2	8217	9193	12383	11407	0.0	1306
CP066974.1	JAUBNE020000039.1	85.514	1284	148	32	28986	30249	32418	31153	0.0	1306
CP066974.1	JAUBNE020000039.1	84.123	1329	180	26	34926	36239	14417	13105	0.0	1256
CP066974.1	JAUBNE020000039.1	83.029	1367	183	33	31126	32474	30566	29231	0.0	1194
CP066974.1	JAUBNE020000039.1	82.336	1053	164	20	20533	21578	39903	38866	0.0	894
CP066974.1	JAUBNE020000039.1	84.086	886	128	11	37881	38761	24797	23920	0.0	843
CP066974.1	JAUBNE020000039.1	87.184	554	63	3	26174	26726	34535	33989	4.16e-177	623
CP066974.1	JAUBNE020000039.1	85.329	593	68	8	33871	34460	27983	27407	9.07e-169	595
CP066974.1	JAUBNE020000039.1	74.751	804	178	22	4552	5344	20255	19466	6.07e-91	337
CP066974.1	JAUBNE020000039.1	90.517	232	18	4	30680	30907	31110	30879	6.16e-81	303
CP066974.1	JAUBNE020000039.1	98.319	119	2	0	29503	29621	36887	36769	1.38e-52	209
CP066974.1	JAUBNE020000039.1	97.479	119	3	0	29502	29620	31254	31136	6.43e-51	204
CP066974.1	JAUBNE020000039.1	95.349	129	4	1	23154	23280	31895	31767	6.43e-51	204
CP066974.1	JAUBNE020000039.1	97.458	118	3	0	23154	23271	31253	31136	2.31e-50	202
CP066974.1	JAUBNE020000039.1	95.876	97	3	1	30153	30249	36882	36787	1.83e-36	156
CP066974.1	JAUBNE020000039.1	94.845	97	4	1	30153	30249	31890	31795	8.49e-35	150
CP066974.1	JAUBNE020000039.1	78.894	199	31	9	31725	31920	36648	36458	5.15e-27	124

CP066974.1.versus.Xc221-2.fasta.blastn
CP066974.1	JAUBND020000035.1	88.051	7641	849	58	584	8191	31167	38776	0.0	8994
CP066974.1	JAUBND020000035.1	86.021	7826	1015	69	13784	21578	7924	15701	0.0	8318
CP066974.1	JAUBND020000035.1	90.702	4044	371	5	9401	13441	3330	7371	0.0	5380
CP066974.1	JAUBND020000035.1	83.851	1932	268	36	34631	36534	27561	29476	0.0	1799
CP066974.1	JAUBND020000035.1	94.118	1122	65	1	23154	24274	17680	18801	0.0	1705
CP066974.1	JAUBND020000035.1	88.830	1137	115	11	32598	33727	25334	26465	0.0	1386
CP066974.1	JAUBND020000035.1	90.807	979	86	2	8217	9193	2281	3257	0.0	1306
CP066974.1	JAUBND020000035.1	85.296	1299	153	32	28971	30249	22134	23414	0.0	1306
CP066974.1	JAUBND020000035.1	84.123	1329	180	26	34926	36239	247	1559	0.0	1256
CP066974.1	JAUBND020000035.1	83.029	1367	183	33	31126	32474	24001	25336	0.0	1194
CP066974.1	JAUBND020000035.1	84.086	886	128	11	37881	38761	29770	30647	0.0	843
CP066974.1	JAUBND020000035.1	87.523	545	60	3	26171	26714	20029	20566	4.16e-177	623
CP066974.1	JAUBND020000035.1	85.329	593	68	8	33871	34460	26584	27160	9.08e-169	595
CP066974.1	JAUBND020000035.1	74.782	801	177	22	4537	5326	34297	35083	6.07e-91	337
CP066974.1	JAUBND020000035.1	90.517	232	18	4	30680	30907	23457	23688	6.16e-81	303
CP066974.1	JAUBND020000035.1	98.319	119	2	0	29503	29621	17680	17798	1.38e-52	209
CP066974.1	JAUBND020000035.1	95.349	129	4	1	23154	23280	22672	22800	6.43e-51	204
CP066974.1	JAUBND020000035.1	97.479	119	3	0	29502	29620	23313	23431	6.43e-51	204
CP066974.1	JAUBND020000035.1	95.276	127	6	0	23145	23271	23305	23431	2.31e-50	202
CP066974.1	JAUBND020000035.1	95.876	97	3	1	30153	30249	17685	17780	1.83e-36	156
CP066974.1	JAUBND020000035.1	94.845	97	4	1	30153	30249	22677	22772	8.49e-35	150
CP066974.1	JAUBND020000035.1	78.894	199	31	9	31725	31920	17919	18109	5.15e-27	124

CP066974.1.versus.Xc25.fasta.blastn
CP066974.1	JAUBMO020000035.1	84.517	1098	152	14	24981	26070	5713	4626	0.0	1070
CP066974.1	JAUBMO020000035.1	76.019	1055	190	40	34926	35959	39691	38679	1.56e-136	488
CP066974.1	JAUBMO020000035.1	82.584	534	84	7	26187	26717	3990	3463	9.45e-129	462
CP066974.1	JAUBMO020000035.1	82.920	363	49	12	36081	36439	38557	38204	2.80e-84	315
CP066974.1	JAUBMO020000035.1	95.531	179	8	0	34452	34630	385	563	6.10e-76	287
CP066974.1	JAUBMO020000067.1	89.003	582	62	2	26171	26751	421	1001	0.0	719
CP066974.1	JAUBMO020000064.1	88.850	574	62	2	26179	26751	1099	527	0.0	704

CP066974.1.versus.Xc252.fasta.blastn
CP066974.1	JAUBMM020000038.1	87.896	7634	855	61	596	8191	4927	12529	0.0	8914
CP066974.1	JAUBMM020000038.1	84.803	7883	1105	75	13733	21578	22601	30427	0.0	7834
CP066974.1	JAUBMM020000038.1	91.136	3926	343	5	9401	13323	17839	21762	0.0	5317
CP066974.1	JAUBMM020000038.1	86.199	1768	210	28	34785	36534	341	2092	0.0	1882
CP066974.1	JAUBMM020000038.1	84.803	1474	214	7	37291	38759	2875	4343	0.0	1472
CP066974.1	JAUBMM020000038.1	90.071	987	98	0	8207	9193	16781	17767	0.0	1280
CP066974.1	JAUBMM020000038.1	84.096	1333	176	27	34926	36239	13911	15226	0.0	1254
CP066974.1	JAUBMM020000038.1	74.407	801	180	22	4537	5326	8050	8836	6.16e-86	320
CP066974.1	JAUBMM020000038.1	87.615	218	18	2	26479	26693	2	213	3.82e-63	244
CP066974.1	JAUBMM020000048.1	85.275	2343	294	37	31126	33449	2774	464	0.0	2368
CP066974.1	JAUBMM020000048.1	85.280	1284	151	30	28986	30249	4620	3355	0.0	1290
CP066974.1	JAUBMM020000048.1	86.979	576	73	2	26174	26748	5669	5095	0.0	647
CP066974.1	JAUBMM020000048.1	92.018	451	35	1	23154	23603	16321	15871	6.97e-180	632
CP066974.1	JAUBMM020000048.1	90.560	339	32	0	23821	24159	15870	15532	7.54e-125	449
CP066974.1	JAUBMM020000048.1	90.517	232	18	4	30680	30907	3312	3081	6.21e-81	303
CP066974.1	JAUBMM020000048.1	96.899	129	2	1	23154	23280	4097	3969	2.99e-54	215
CP066974.1	JAUBMM020000048.1	98.319	119	2	0	29503	29621	16321	16203	1.39e-52	209
CP066974.1	JAUBMM020000048.1	94.958	119	6	0	29502	29620	3456	3338	6.52e-46	187
CP066974.1	JAUBMM020000048.1	94.915	118	6	0	23154	23271	3455	3338	2.35e-45	185
CP066974.1	JAUBMM020000048.1	95.876	97	3	1	30153	30249	16316	16221	1.84e-36	156
CP066974.1	JAUBMM020000048.1	88.281	128	15	0	22683	22810	15344	15217	6.62e-36	154
CP066974.1	JAUBMM020000048.1	96.739	92	2	1	30153	30244	4092	4002	2.38e-35	152
CP066974.1	JAUBMM020000048.1	79.397	199	30	9	31725	31920	16082	15892	1.12e-28	130
CP066974.1	JAUBMM020000069.1	91.815	281	21	1	26478	26756	1367	1087	4.63e-107	390
CP066974.1	JAUBMM020000075.1	82.468	154	25	2	26179	26331	153	1	8.62e-30	134

CP066974.1.versus.Xc2612.fasta.blastn
CP066974.1	JAUBML020000034.1	87.837	7630	866	54	596	8191	31995	24394	0.0	8892
CP066974.1	JAUBML020000034.1	84.752	7883	1109	79	13733	21578	14322	6496	0.0	7812
CP066974.1	JAUBML020000034.1	91.161	3926	342	5	9401	13323	19084	15161	0.0	5323
CP066974.1	JAUBML020000034.1	86.043	1784	213	30	34785	36549	36581	34815	0.0	1882
CP066974.1	JAUBML020000034.1	94.146	1025	59	1	23154	24177	4526	3502	0.0	1559
CP066974.1	JAUBML020000034.1	84.803	1474	214	7	37291	38759	34047	32579	0.0	1472
CP066974.1	JAUBML020000034.1	90.071	987	98	0	8207	9193	20142	19156	0.0	1280
CP066974.1	JAUBML020000034.1	84.009	1332	179	25	34926	36239	23012	21697	0.0	1249
CP066974.1	JAUBML020000034.1	87.701	374	37	2	26323	26693	37076	36709	3.49e-118	427
CP066974.1	JAUBML020000034.1	74.751	804	178	22	4552	5344	28858	28069	6.05e-91	337
CP066974.1	JAUBML020000034.1	98.319	119	2	0	29503	29621	4526	4408	1.38e-52	209
CP066974.1	JAUBML020000034.1	95.876	97	3	1	30153	30249	4521	4426	1.82e-36	156
CP066974.1	JAUBML020000034.1	79.397	199	30	9	31725	31920	4287	4097	1.10e-28	130
CP066974.1	JAUBML020000043.1	85.580	2344	280	41	31126	33449	13015	15320	0.0	2403
CP066974.1	JAUBML020000043.1	88.081	1032	102	16	29191	30210	10038	11060	0.0	1205
CP066974.1	JAUBML020000043.1	96.429	644	23	0	30264	30907	12059	12702	0.0	1062
CP066974.1	JAUBML020000043.1	87.973	582	67	3	26168	26748	7987	8566	0.0	684
